,Converted,Converted_prob,Prospect ID,Predicted,0.0,0.1,0.2,0.3,0.4,0.5,0.6,0.7,0.8,0.9,final_Predicted,Lead_Score
1610,0,0.26852067693466924,1034,0,1,1,1,0,0,0,0,0,0,0,0,27
1611,0,0.009991424351800275,2099,0,1,0,0,0,0,0,0,0,0,0,0,1
1612,1,0.795487445021953,4628,1,1,1,1,1,1,1,1,1,0,0,1,80
1613,0,0.3878252367713317,9047,0,1,1,1,1,0,0,0,0,0,0,1,39
1614,0,0.3878252367713317,5894,0,1,1,1,1,0,0,0,0,0,0,1,39
1615,1,0.3878252367713317,7051,0,1,1,1,1,0,0,0,0,0,0,1,39
1616,1,0.8703439999982505,1150,1,1,1,1,1,1,1,1,1,1,0,1,87
1617,0,0.009991424351800275,2299,0,1,0,0,0,0,0,0,0,0,0,0,1
1618,0,0.3878252367713317,8154,0,1,1,1,1,0,0,0,0,0,0,1,39
1619,1,0.3878252367713317,8297,0,1,1,1,1,0,0,0,0,0,0,1,39
1620,1,0.8703439999982505,6988,1,1,1,1,1,1,1,1,1,1,0,1,87
1621,1,0.8703439999982505,3217,1,1,1,1,1,1,1,1,1,1,0,1,87
1622,0,0.3878252367713317,3222,0,1,1,1,1,0,0,0,0,0,0,1,39
1623,0,0.009991424351800275,1718,0,1,0,0,0,0,0,0,0,0,0,0,1
1624,0,0.0028083995458596306,6769,0,1,0,0,0,0,0,0,0,0,0,0,0
1625,1,0.8703439999982505,4717,1,1,1,1,1,1,1,1,1,1,0,1,87
1626,0,0.009991424351800275,1677,0,1,0,0,0,0,0,0,0,0,0,0,1
1627,0,0.09759856451244371,47,0,1,0,0,0,0,0,0,0,0,0,0,10
1628,1,0.3878252367713317,2272,0,1,1,1,1,0,0,0,0,0,0,1,39
1629,0,0.007687356732933122,7367,0,1,0,0,0,0,0,0,0,0,0,0,1
1630,0,0.3878252367713317,5776,0,1,1,1,1,0,0,0,0,0,0,1,39
1631,0,0.0028083995458596306,5982,0,1,0,0,0,0,0,0,0,0,0,0,0
1632,1,0.8703439999982505,7307,1,1,1,1,1,1,1,1,1,1,0,1,87
1633,0,0.009991424351800275,5438,0,1,0,0,0,0,0,0,0,0,0,0,1
1634,0,0.0028083995458596306,1104,0,1,0,0,0,0,0,0,0,0,0,0,0
1635,1,0.795487445021953,5315,1,1,1,1,1,1,1,1,1,0,0,1,80
1636,0,0.009991424351800275,6261,0,1,0,0,0,0,0,0,0,0,0,0,1
1637,1,0.8703439999982505,3359,1,1,1,1,1,1,1,1,1,1,0,1,87
1638,1,0.3878252367713317,1377,0,1,1,1,1,0,0,0,0,0,0,1,39
1639,1,0.9672951041484765,2896,1,1,1,1,1,1,1,1,1,1,1,1,97
1640,1,0.8703439999982505,7899,1,1,1,1,1,1,1,1,1,1,0,1,87
1641,0,0.009991424351800275,7530,0,1,0,0,0,0,0,0,0,0,0,0,1
1642,0,0.002289960495272786,5532,0,1,0,0,0,0,0,0,0,0,0,0,0
1643,1,0.9863969344108656,3068,1,1,1,1,1,1,1,1,1,1,1,1,99
1644,0,0.09759856451244371,1657,0,1,0,0,0,0,0,0,0,0,0,0,10
1645,0,0.009991424351800275,1088,0,1,0,0,0,0,0,0,0,0,0,0,1
1646,0,0.002289960495272786,8634,0,1,0,0,0,0,0,0,0,0,0,0,0
1647,0,0.009991424351800275,591,0,1,0,0,0,0,0,0,0,0,0,0,1
1648,0,0.09660584438900392,4178,0,1,0,0,0,0,0,0,0,0,0,0,10
1649,0,0.3878252367713317,4015,0,1,1,1,1,0,0,0,0,0,0,1,39
1650,0,0.09660584438900392,4752,0,1,0,0,0,0,0,0,0,0,0,0,10
1651,1,0.9930288551115778,3095,1,1,1,1,1,1,1,1,1,1,1,1,99
1652,0,0.8703439999982505,6684,1,1,1,1,1,1,1,1,1,1,0,1,87
1653,0,0.3878252367713317,1660,0,1,1,1,1,0,0,0,0,0,0,1,39
1654,0,0.009991424351800275,6857,0,1,0,0,0,0,0,0,0,0,0,0,1
1655,1,0.3878252367713317,851,0,1,1,1,1,0,0,0,0,0,0,1,39
1656,0,0.15022917882512118,2635,0,1,1,0,0,0,0,0,0,0,0,0,15
1657,1,0.8703439999982505,8943,1,1,1,1,1,1,1,1,1,1,0,1,87
1658,0,0.3878252367713317,5628,0,1,1,1,1,0,0,0,0,0,0,1,39
1659,1,0.9854317266549288,4144,1,1,1,1,1,1,1,1,1,1,1,1,99
1660,0,0.009991424351800275,5760,0,1,0,0,0,0,0,0,0,0,0,0,1
1661,1,0.9854317266549288,2457,1,1,1,1,1,1,1,1,1,1,1,1,99
1662,0,0.09660584438900392,6688,0,1,0,0,0,0,0,0,0,0,0,0,10
1663,1,0.999064553342821,1386,1,1,1,1,1,1,1,1,1,1,1,1,100
1664,1,0.8703439999982505,6601,1,1,1,1,1,1,1,1,1,1,0,1,87
1665,1,0.9389627835095729,8325,1,1,1,1,1,1,1,1,1,1,1,1,94
1666,0,0.09660584438900392,6825,0,1,0,0,0,0,0,0,0,0,0,0,10
1667,1,0.3878252367713317,5391,0,1,1,1,1,0,0,0,0,0,0,1,39
1668,0,0.009991424351800275,6637,0,1,0,0,0,0,0,0,0,0,0,0,1
1669,0,0.009991424351800275,6336,0,1,0,0,0,0,0,0,0,0,0,0,1
1670,0,0.09660584438900392,6781,0,1,0,0,0,0,0,0,0,0,0,0,10
1671,0,0.002289960495272786,7262,0,1,0,0,0,0,0,0,0,0,0,0,0
1672,1,0.8703439999982505,6499,1,1,1,1,1,1,1,1,1,1,0,1,87
1673,0,0.3878252367713317,8726,0,1,1,1,1,0,0,0,0,0,0,1,39
1674,1,0.8703439999982505,7849,1,1,1,1,1,1,1,1,1,1,0,1,87
1675,0,0.009991424351800275,5111,0,1,0,0,0,0,0,0,0,0,0,0,1
1676,0,0.09759856451244371,8654,0,1,0,0,0,0,0,0,0,0,0,0,10
1677,1,0.9995555804810327,8757,1,1,1,1,1,1,1,1,1,1,1,1,100
1678,0,0.3878252367713317,1724,0,1,1,1,1,0,0,0,0,0,0,1,39
1679,0,0.009991424351800275,4817,0,1,0,0,0,0,0,0,0,0,0,0,1
1680,0,0.17638850716380672,7776,0,1,1,0,0,0,0,0,0,0,0,0,18
1681,0,0.009991424351800275,3503,0,1,0,0,0,0,0,0,0,0,0,0,1
1682,0,0.09759856451244371,7933,0,1,0,0,0,0,0,0,0,0,0,0,10
1683,1,0.9906531080626818,1090,1,1,1,1,1,1,1,1,1,1,1,1,99
1684,1,0.999064553342821,6982,1,1,1,1,1,1,1,1,1,1,1,1,100
1685,0,0.024006334408554035,7597,0,1,0,0,0,0,0,0,0,0,0,0,2
1686,1,0.09759856451244371,8580,0,1,0,0,0,0,0,0,0,0,0,0,10
1687,0,0.3878252367713317,4321,0,1,1,1,1,0,0,0,0,0,0,1,39
1688,0,0.009991424351800275,2073,0,1,0,0,0,0,0,0,0,0,0,0,1
1689,1,0.8645687866399578,5882,1,1,1,1,1,1,1,1,1,1,0,1,86
1690,1,0.3878252367713317,7996,0,1,1,1,1,0,0,0,0,0,0,1,39
1691,0,0.09660584438900392,8916,0,1,0,0,0,0,0,0,0,0,0,0,10
1692,1,0.3878252367713317,617,0,1,1,1,1,0,0,0,0,0,0,1,39
1693,1,0.8703439999982505,6129,1,1,1,1,1,1,1,1,1,1,0,1,87
1694,1,0.3878252367713317,2227,0,1,1,1,1,0,0,0,0,0,0,1,39
1695,1,0.8703439999982505,2982,1,1,1,1,1,1,1,1,1,1,0,1,87
1696,0,0.3878252367713317,8756,0,1,1,1,1,0,0,0,0,0,0,1,39
1697,1,0.3878252367713317,3432,0,1,1,1,1,0,0,0,0,0,0,1,39
1698,0,0.04340823617284343,5845,0,1,0,0,0,0,0,0,0,0,0,0,4
1699,0,0.3878252367713317,8472,0,1,1,1,1,0,0,0,0,0,0,1,39
1700,1,0.9307658510296561,7836,1,1,1,1,1,1,1,1,1,1,1,1,93
1701,1,0.8703439999982505,6705,1,1,1,1,1,1,1,1,1,1,0,1,87
1702,1,0.9930288551115778,4543,1,1,1,1,1,1,1,1,1,1,1,1,99
1703,0,0.024006334408554035,7527,0,1,0,0,0,0,0,0,0,0,0,0,2
1704,0,0.3878252367713317,1001,0,1,1,1,1,0,0,0,0,0,0,1,39
1705,0,0.009991424351800275,4702,0,1,0,0,0,0,0,0,0,0,0,0,1
1706,0,0.009991424351800275,902,0,1,0,0,0,0,0,0,0,0,0,0,1
1707,1,0.9863969344108656,8395,1,1,1,1,1,1,1,1,1,1,1,1,99
1708,0,0.3878252367713317,4910,0,1,1,1,1,0,0,0,0,0,0,1,39
1709,0,0.002289960495272786,5289,0,1,0,0,0,0,0,0,0,0,0,0,0
1710,1,0.8703439999982505,3060,1,1,1,1,1,1,1,1,1,1,0,1,87
1711,0,0.0028083995458596306,7196,0,1,0,0,0,0,0,0,0,0,0,0,0
1712,0,0.009991424351800275,2691,0,1,0,0,0,0,0,0,0,0,0,0,1
1713,0,0.3878252367713317,3505,0,1,1,1,1,0,0,0,0,0,0,1,39
1714,1,0.3878252367713317,5858,0,1,1,1,1,0,0,0,0,0,0,1,39
1715,0,0.3878252367713317,3712,0,1,1,1,1,0,0,0,0,0,0,1,39
1716,1,0.8703439999982505,6593,1,1,1,1,1,1,1,1,1,1,0,1,87
1717,1,0.3878252367713317,4379,0,1,1,1,1,0,0,0,0,0,0,1,39
1718,0,0.002289960495272786,961,0,1,0,0,0,0,0,0,0,0,0,0,0
1719,1,0.9930288551115778,7212,1,1,1,1,1,1,1,1,1,1,1,1,99
1720,0,0.009991424351800275,515,0,1,0,0,0,0,0,0,0,0,0,0,1
1721,1,0.9679307421920056,2015,1,1,1,1,1,1,1,1,1,1,1,1,97
1722,1,0.8703439999982505,4337,1,1,1,1,1,1,1,1,1,1,0,1,87
1723,0,0.3878252367713317,3750,0,1,1,1,1,0,0,0,0,0,0,1,39
1724,0,0.009991424351800275,1097,0,1,0,0,0,0,0,0,0,0,0,0,1
1725,0,0.09759856451244371,6762,0,1,0,0,0,0,0,0,0,0,0,0,10
1726,0,0.009991424351800275,6188,0,1,0,0,0,0,0,0,0,0,0,0,1
1727,1,0.9389627835095729,2346,1,1,1,1,1,1,1,1,1,1,1,1,94
1728,1,0.8703439999982505,3758,1,1,1,1,1,1,1,1,1,1,0,1,87
1729,0,0.3878252367713317,2606,0,1,1,1,1,0,0,0,0,0,0,1,39
1730,0,0.009991424351800275,1954,0,1,0,0,0,0,0,0,0,0,0,0,1
1731,1,0.3878252367713317,1934,0,1,1,1,1,0,0,0,0,0,0,1,39
1732,1,0.9930288551115778,4708,1,1,1,1,1,1,1,1,1,1,1,1,99
1733,0,0.3878252367713317,2192,0,1,1,1,1,0,0,0,0,0,0,1,39
1734,0,0.12593325825335625,5327,0,1,1,0,0,0,0,0,0,0,0,0,13
1735,0,0.009991424351800275,2861,0,1,0,0,0,0,0,0,0,0,0,0,1
1736,0,0.3878252367713317,2869,0,1,1,1,1,0,0,0,0,0,0,1,39
1737,0,0.12593325825335625,6090,0,1,1,0,0,0,0,0,0,0,0,0,13
1738,0,0.009991424351800275,5280,0,1,0,0,0,0,0,0,0,0,0,0,1
1739,0,0.8703439999982505,4455,1,1,1,1,1,1,1,1,1,1,0,1,87
1740,1,0.8645687866399578,6754,1,1,1,1,1,1,1,1,1,1,0,1,86
1741,1,0.8703439999982505,2004,1,1,1,1,1,1,1,1,1,1,0,1,87
1742,1,0.9863969344108656,8817,1,1,1,1,1,1,1,1,1,1,1,1,99
1743,1,0.8703439999982505,4948,1,1,1,1,1,1,1,1,1,1,0,1,87
1744,0,0.12593325825335625,2053,0,1,1,0,0,0,0,0,0,0,0,0,13
1745,0,0.3878252367713317,1712,0,1,1,1,1,0,0,0,0,0,0,1,39
1746,1,0.3878252367713317,9109,0,1,1,1,1,0,0,0,0,0,0,1,39
1747,0,0.3878252367713317,3362,0,1,1,1,1,0,0,0,0,0,0,1,39
1748,0,0.009991424351800275,90,0,1,0,0,0,0,0,0,0,0,0,0,1
1749,0,0.3878252367713317,495,0,1,1,1,1,0,0,0,0,0,0,1,39
1750,0,0.09660584438900392,6541,0,1,0,0,0,0,0,0,0,0,0,0,10
1751,1,0.3878252367713317,2568,0,1,1,1,1,0,0,0,0,0,0,1,39
1752,1,0.3878252367713317,4801,0,1,1,1,1,0,0,0,0,0,0,1,39
1753,0,0.009991424351800275,1583,0,1,0,0,0,0,0,0,0,0,0,0,1
1754,1,0.9389627835095729,3187,1,1,1,1,1,1,1,1,1,1,1,1,94
1755,1,0.3878252367713317,2836,0,1,1,1,1,0,0,0,0,0,0,1,39
1756,0,0.8703439999982505,8632,1,1,1,1,1,1,1,1,1,1,0,1,87
1757,0,0.009991424351800275,6606,0,1,0,0,0,0,0,0,0,0,0,0,1
1758,0,0.012504674315609645,4153,0,1,0,0,0,0,0,0,0,0,0,0,1
1759,0,0.3878252367713317,1123,0,1,1,1,1,0,0,0,0,0,0,1,39
1760,0,0.009991424351800275,4821,0,1,0,0,0,0,0,0,0,0,0,0,1
1761,0,0.09759856451244371,6880,0,1,0,0,0,0,0,0,0,0,0,0,10
1762,0,0.12593325825335625,6911,0,1,1,0,0,0,0,0,0,0,0,0,13
1763,1,0.8703439999982505,4126,1,1,1,1,1,1,1,1,1,1,0,1,87
1764,0,0.09759856451244371,8386,0,1,0,0,0,0,0,0,0,0,0,0,10
1765,1,0.12593325825335625,2974,0,1,1,0,0,0,0,0,0,0,0,0,13
1766,1,0.3878252367713317,3909,0,1,1,1,1,0,0,0,0,0,0,1,39
1767,0,0.26852067693466924,2872,0,1,1,1,0,0,0,0,0,0,0,0,27
1768,1,0.3878252367713317,9155,0,1,1,1,1,0,0,0,0,0,0,1,39
1769,0,0.3878252367713317,917,0,1,1,1,1,0,0,0,0,0,0,1,39
1770,0,0.0017199817328845664,1858,0,1,0,0,0,0,0,0,0,0,0,0,0
1771,0,0.009991424351800275,7349,0,1,0,0,0,0,0,0,0,0,0,0,1
1772,0,0.04340823617284343,8263,0,1,0,0,0,0,0,0,0,0,0,0,4
1773,0,0.009991424351800275,1298,0,1,0,0,0,0,0,0,0,0,0,0,1
1774,0,0.3878252367713317,541,0,1,1,1,1,0,0,0,0,0,0,1,39
1775,1,0.3878252367713317,519,0,1,1,1,1,0,0,0,0,0,0,1,39
1776,0,0.009991424351800275,7502,0,1,0,0,0,0,0,0,0,0,0,0,1
1777,0,0.3878252367713317,2401,0,1,1,1,1,0,0,0,0,0,0,1,39
1778,0,0.09660584438900392,7405,0,1,0,0,0,0,0,0,0,0,0,0,10
1779,0,0.3878252367713317,1508,0,1,1,1,1,0,0,0,0,0,0,1,39
1780,0,0.009991424351800275,8136,0,1,0,0,0,0,0,0,0,0,0,0,1
1781,1,0.09759856451244371,1953,0,1,0,0,0,0,0,0,0,0,0,0,10
1782,1,0.3878252367713317,5127,0,1,1,1,1,0,0,0,0,0,0,1,39
1783,0,0.0017199817328845664,1855,0,1,0,0,0,0,0,0,0,0,0,0,0
1784,0,0.09660584438900392,5360,0,1,0,0,0,0,0,0,0,0,0,0,10
1785,0,0.15022917882512118,3128,0,1,1,0,0,0,0,0,0,0,0,0,15
1786,0,0.09660584438900392,5999,0,1,0,0,0,0,0,0,0,0,0,0,10
1787,0,0.09660584438900392,8540,0,1,0,0,0,0,0,0,0,0,0,0,10
1788,0,0.3878252367713317,92,0,1,1,1,1,0,0,0,0,0,0,1,39
1789,0,0.002289960495272786,1661,0,1,0,0,0,0,0,0,0,0,0,0,0
1790,0,0.009991424351800275,875,0,1,0,0,0,0,0,0,0,0,0,0,1
1791,1,0.999303823031643,8052,1,1,1,1,1,1,1,1,1,1,1,1,100
1792,0,0.26852067693466924,413,0,1,1,1,0,0,0,0,0,0,0,0,27
1793,1,0.3878252367713317,111,0,1,1,1,1,0,0,0,0,0,0,1,39
1794,0,0.09759856451244371,8427,0,1,0,0,0,0,0,0,0,0,0,0,10
1795,1,0.9995555804810327,6411,1,1,1,1,1,1,1,1,1,1,1,1,100
1796,1,0.8703439999982505,2086,1,1,1,1,1,1,1,1,1,1,0,1,87
1797,1,0.09660584438900392,6175,0,1,0,0,0,0,0,0,0,0,0,0,10
1798,1,0.3878252367713317,864,0,1,1,1,1,0,0,0,0,0,0,1,39
1799,0,0.04340823617284343,6296,0,1,0,0,0,0,0,0,0,0,0,0,4
1800,0,0.009991424351800275,8170,0,1,0,0,0,0,0,0,0,0,0,0,1
1801,1,0.8703439999982505,8748,1,1,1,1,1,1,1,1,1,1,0,1,87
1802,0,0.002289960495272786,8357,0,1,0,0,0,0,0,0,0,0,0,0,0
1803,1,0.9307658510296561,2052,1,1,1,1,1,1,1,1,1,1,1,1,93
1804,0,0.3878252367713317,3345,0,1,1,1,1,0,0,0,0,0,0,1,39
1805,0,0.009991424351800275,4070,0,1,0,0,0,0,0,0,0,0,0,0,1
1806,0,0.0017199817328845664,6639,0,1,0,0,0,0,0,0,0,0,0,0,0
1807,0,0.3878252367713317,8236,0,1,1,1,1,0,0,0,0,0,0,1,39
1808,0,0.09660584438900392,6691,0,1,0,0,0,0,0,0,0,0,0,0,10
1809,0,0.009991424351800275,812,0,1,0,0,0,0,0,0,0,0,0,0,1
1810,0,0.8703439999982505,1155,1,1,1,1,1,1,1,1,1,1,0,1,87
1811,1,0.9307658510296561,2016,1,1,1,1,1,1,1,1,1,1,1,1,93
1812,1,0.9995555804810327,7098,1,1,1,1,1,1,1,1,1,1,1,1,100
1813,0,0.0017199817328845664,7550,0,1,0,0,0,0,0,0,0,0,0,0,0
1814,0,0.0028083995458596306,2731,0,1,0,0,0,0,0,0,0,0,0,0,0
1815,1,0.9995555804810327,8330,1,1,1,1,1,1,1,1,1,1,1,1,100
1816,0,0.009991424351800275,6726,0,1,0,0,0,0,0,0,0,0,0,0,1
1817,1,0.9906531080626818,7195,1,1,1,1,1,1,1,1,1,1,1,1,99
1818,1,0.8703439999982505,3609,1,1,1,1,1,1,1,1,1,1,0,1,87
1819,1,0.7401591563195961,6197,1,1,1,1,1,1,1,1,1,0,0,1,74
1820,0,0.3878252367713317,4745,0,1,1,1,1,0,0,0,0,0,0,1,39
1821,0,0.3878252367713317,6136,0,1,1,1,1,0,0,0,0,0,0,1,39
1822,1,0.9663341569822533,1395,1,1,1,1,1,1,1,1,1,1,1,1,97
1823,1,0.8703439999982505,5035,1,1,1,1,1,1,1,1,1,1,0,1,87
1824,0,0.009991424351800275,3322,0,1,0,0,0,0,0,0,0,0,0,0,1
1825,1,0.9863969344108656,9061,1,1,1,1,1,1,1,1,1,1,1,1,99
1826,0,0.09660584438900392,1516,0,1,0,0,0,0,0,0,0,0,0,0,10
1827,0,0.3878252367713317,1319,0,1,1,1,1,0,0,0,0,0,0,1,39
1828,1,0.3878252367713317,1643,0,1,1,1,1,0,0,0,0,0,0,1,39
1829,0,0.15022917882512118,1208,0,1,1,0,0,0,0,0,0,0,0,0,15
1830,0,0.3878252367713317,5642,0,1,1,1,1,0,0,0,0,0,0,1,39
1831,0,0.3878252367713317,2801,0,1,1,1,1,0,0,0,0,0,0,1,39
1832,0,0.09759856451244371,263,0,1,0,0,0,0,0,0,0,0,0,0,10
1833,1,0.09660584438900392,2094,0,1,0,0,0,0,0,0,0,0,0,0,10
1834,0,0.009991424351800275,5564,0,1,0,0,0,0,0,0,0,0,0,0,1
1835,1,0.8703439999982505,5913,1,1,1,1,1,1,1,1,1,1,0,1,87
1836,1,0.3878252367713317,5629,0,1,1,1,1,0,0,0,0,0,0,1,39
1837,0,0.3878252367713317,8931,0,1,1,1,1,0,0,0,0,0,0,1,39
1838,0,0.002289960495272786,6719,0,1,0,0,0,0,0,0,0,0,0,0,0
1839,0,0.009991424351800275,2860,0,1,0,0,0,0,0,0,0,0,0,0,1
1840,0,0.3878252367713317,1544,0,1,1,1,1,0,0,0,0,0,0,1,39
1841,1,0.7401591563195961,6711,1,1,1,1,1,1,1,1,1,0,0,1,74
1842,0,0.12593325825335625,7935,0,1,1,0,0,0,0,0,0,0,0,0,13
1843,1,0.3878252367713317,401,0,1,1,1,1,0,0,0,0,0,0,1,39
1844,1,0.3878252367713317,9165,0,1,1,1,1,0,0,0,0,0,0,1,39
1845,1,0.795487445021953,5252,1,1,1,1,1,1,1,1,1,0,0,1,80
1846,0,0.3878252367713317,7667,0,1,1,1,1,0,0,0,0,0,0,1,39
1847,0,0.8703439999982505,6537,1,1,1,1,1,1,1,1,1,1,0,1,87
1848,0,0.09230949573981241,5676,0,1,0,0,0,0,0,0,0,0,0,0,9
1849,0,0.09759856451244371,6084,0,1,0,0,0,0,0,0,0,0,0,0,10
1850,0,0.26852067693466924,1939,0,1,1,1,0,0,0,0,0,0,0,0,27
1851,1,0.6042157425559178,4977,1,1,1,1,1,1,1,1,0,0,0,1,60
1852,0,0.09230949573981241,4561,0,1,0,0,0,0,0,0,0,0,0,0,9
1853,0,0.09759856451244371,4414,0,1,0,0,0,0,0,0,0,0,0,0,10
1854,1,0.9930288551115778,9211,1,1,1,1,1,1,1,1,1,1,1,1,99
1855,0,0.09660584438900392,6731,0,1,0,0,0,0,0,0,0,0,0,0,10
1856,1,0.8703439999982505,4119,1,1,1,1,1,1,1,1,1,1,0,1,87
1857,0,0.09759856451244371,1796,0,1,0,0,0,0,0,0,0,0,0,0,10
1858,0,0.0017199817328845664,338,0,1,0,0,0,0,0,0,0,0,0,0,0
1859,1,0.8703439999982505,6094,1,1,1,1,1,1,1,1,1,1,0,1,87
1860,1,0.3878252367713317,8326,0,1,1,1,1,0,0,0,0,0,0,1,39
1861,0,0.3878252367713317,4079,0,1,1,1,1,0,0,0,0,0,0,1,39
1862,1,0.8703439999982505,4259,1,1,1,1,1,1,1,1,1,1,0,1,87
1863,0,0.009991424351800275,1122,0,1,0,0,0,0,0,0,0,0,0,0,1
1864,0,0.3878252367713317,8666,0,1,1,1,1,0,0,0,0,0,0,1,39
1865,0,0.009991424351800275,8033,0,1,0,0,0,0,0,0,0,0,0,0,1
1866,1,0.15022917882512118,576,0,1,1,0,0,0,0,0,0,0,0,0,15
1867,0,0.3878252367713317,2068,0,1,1,1,1,0,0,0,0,0,0,1,39
1868,0,0.09660584438900392,7601,0,1,0,0,0,0,0,0,0,0,0,0,10
1869,0,0.009991424351800275,3527,0,1,0,0,0,0,0,0,0,0,0,0,1
1870,0,0.3878252367713317,4566,0,1,1,1,1,0,0,0,0,0,0,1,39
1871,0,0.0017199817328845664,8940,0,1,0,0,0,0,0,0,0,0,0,0,0
1872,0,0.09660584438900392,6950,0,1,0,0,0,0,0,0,0,0,0,0,10
1873,0,0.009991424351800275,4246,0,1,0,0,0,0,0,0,0,0,0,0,1
1874,1,0.8703439999982505,4253,1,1,1,1,1,1,1,1,1,1,0,1,87
1875,1,0.999064553342821,5455,1,1,1,1,1,1,1,1,1,1,1,1,100
1876,0,0.0028083995458596306,7294,0,1,0,0,0,0,0,0,0,0,0,0,0
1877,0,0.009991424351800275,149,0,1,0,0,0,0,0,0,0,0,0,0,1
1878,0,0.009991424351800275,5271,0,1,0,0,0,0,0,0,0,0,0,0,1
1879,0,0.009991424351800275,2608,0,1,0,0,0,0,0,0,0,0,0,0,1
1880,1,0.8703439999982505,3249,1,1,1,1,1,1,1,1,1,1,0,1,87
1881,0,0.12593325825335625,14,0,1,1,0,0,0,0,0,0,0,0,0,13
1882,1,0.8703439999982505,3448,1,1,1,1,1,1,1,1,1,1,0,1,87
1883,0,0.009991424351800275,3579,0,1,0,0,0,0,0,0,0,0,0,0,1
1884,1,0.3878252367713317,6065,0,1,1,1,1,0,0,0,0,0,0,1,39
1885,1,0.9930288551115778,3150,1,1,1,1,1,1,1,1,1,1,1,1,99
1886,1,0.9995555804810327,789,1,1,1,1,1,1,1,1,1,1,1,1,100
1887,0,0.0017199817328845664,8922,0,1,0,0,0,0,0,0,0,0,0,0,0
1888,0,0.15022917882512118,8011,0,1,1,0,0,0,0,0,0,0,0,0,15
1889,1,0.8703439999982505,5647,1,1,1,1,1,1,1,1,1,1,0,1,87
1890,0,0.09660584438900392,4226,0,1,0,0,0,0,0,0,0,0,0,0,10
1891,0,0.024006334408554035,7585,0,1,0,0,0,0,0,0,0,0,0,0,2
1892,0,0.009991424351800275,3414,0,1,0,0,0,0,0,0,0,0,0,0,1
1893,1,0.3878252367713317,1540,0,1,1,1,1,0,0,0,0,0,0,1,39
1894,0,0.009991424351800275,1367,0,1,0,0,0,0,0,0,0,0,0,0,1
1895,1,0.9679307421920056,2729,1,1,1,1,1,1,1,1,1,1,1,1,97
1896,1,0.8703439999982505,3471,1,1,1,1,1,1,1,1,1,1,0,1,87
1897,1,0.5186688874178071,3033,1,1,1,1,1,1,1,0,0,0,0,1,52
1898,0,0.0017199817328845664,5581,0,1,0,0,0,0,0,0,0,0,0,0,0
1899,0,0.3878252367713317,461,0,1,1,1,1,0,0,0,0,0,0,1,39
1900,0,0.009991424351800275,7868,0,1,0,0,0,0,0,0,0,0,0,0,1
1901,0,0.0028083995458596306,2039,0,1,0,0,0,0,0,0,0,0,0,0,0
1902,0,0.009991424351800275,3644,0,1,0,0,0,0,0,0,0,0,0,0,1
1903,1,0.3878252367713317,8582,0,1,1,1,1,0,0,0,0,0,0,1,39
1904,1,0.3878252367713317,1166,0,1,1,1,1,0,0,0,0,0,0,1,39
1905,1,0.9854317266549288,3031,1,1,1,1,1,1,1,1,1,1,1,1,99
1906,0,0.12593325825335625,1936,0,1,1,0,0,0,0,0,0,0,0,0,13
1907,0,0.009991424351800275,1497,0,1,0,0,0,0,0,0,0,0,0,0,1
1908,1,0.8703439999982505,6470,1,1,1,1,1,1,1,1,1,1,0,1,87
1909,0,0.17638850716380672,3791,0,1,1,0,0,0,0,0,0,0,0,0,18
1910,0,0.009991424351800275,8689,0,1,0,0,0,0,0,0,0,0,0,0,1
1911,1,0.9926723334768831,2338,1,1,1,1,1,1,1,1,1,1,1,1,99
1912,1,0.9307658510296561,784,1,1,1,1,1,1,1,1,1,1,1,1,93
1913,0,0.002289960495272786,6495,0,1,0,0,0,0,0,0,0,0,0,0,0
1914,1,0.8703439999982505,5492,1,1,1,1,1,1,1,1,1,1,0,1,87
1915,0,0.3878252367713317,7217,0,1,1,1,1,0,0,0,0,0,0,1,39
1916,1,0.3878252367713317,150,0,1,1,1,1,0,0,0,0,0,0,1,39
1917,0,0.0017199817328845664,2142,0,1,0,0,0,0,0,0,0,0,0,0,0
1918,0,0.02374246054782388,5743,0,1,0,0,0,0,0,0,0,0,0,0,2
1919,1,0.9906531080626818,7052,1,1,1,1,1,1,1,1,1,1,1,1,99
1920,0,0.0017199817328845664,1532,0,1,0,0,0,0,0,0,0,0,0,0,0
1921,0,0.002289960495272786,8084,0,1,0,0,0,0,0,0,0,0,0,0,0
1922,0,0.3878252367713317,7995,0,1,1,1,1,0,0,0,0,0,0,1,39
1923,0,0.009991424351800275,4193,0,1,0,0,0,0,0,0,0,0,0,0,1
1924,1,0.15022917882512118,4,0,1,1,0,0,0,0,0,0,0,0,0,15
1925,0,0.009991424351800275,2437,0,1,0,0,0,0,0,0,0,0,0,0,1
1926,0,0.09759856451244371,7810,0,1,0,0,0,0,0,0,0,0,0,0,10
1927,1,0.3878252367713317,8273,0,1,1,1,1,0,0,0,0,0,0,1,39
1928,1,0.9529083015650879,8237,1,1,1,1,1,1,1,1,1,1,1,1,95
1929,1,0.8703439999982505,4473,1,1,1,1,1,1,1,1,1,1,0,1,87
1930,1,0.8703439999982505,7361,1,1,1,1,1,1,1,1,1,1,0,1,87
1931,1,0.9307658510296561,5747,1,1,1,1,1,1,1,1,1,1,1,1,93
1932,0,0.09660584438900392,7374,0,1,0,0,0,0,0,0,0,0,0,0,10
1933,1,0.9930288551115778,3090,1,1,1,1,1,1,1,1,1,1,1,1,99
